adjusted_Q_drop,dropped_Q,env_step,normalized_bias,reward,step
5.0,3.0,199.0,0.0,-1304.988355419227,1
5.0,3.0,399.0,0.0,-1454.6095543692404,2
5.0,3.0,599.0,0.0,-1073.8107953591682,3
5.0,3.0,799.0,0.0,-1071.9455297595223,4
5.0,3.0,999.0,0.0,-1039.258168787206,5
5.0,3.0,1199.0,0.0,-1092.1601404173455,6
5.0,3.0,1399.0,0.0,-958.9068682657352,7
5.0,3.0,1599.0,0.0,-1290.683815549342,8
5.0,3.0,1799.0,0.0,-960.0953859821385,9
5.0,3.0,1999.0,0.0,-1059.03857120737,10
5.0,3.0,2199.0,0.0,-958.6076136693703,11
5.0,3.0,2399.0,0.0,-1279.3551034919506,12
5.0,3.0,2599.0,0.0,-1853.1727191137793,13
5.0,3.0,2799.0,0.0,-1316.9660042881396,14
5.0,3.0,2999.0,0.0,-1661.869598577234,15
5.0,3.0,3199.0,0.0,-847.7132020477019,16
5.0,3.0,3399.0,0.0,-1712.8729780673139,17
5.0,3.0,3599.0,0.0,-1189.1136013091843,18
5.0,3.0,3799.0,0.0,-977.7558481789018,19
5.0,3.0,3999.0,0.0,-1073.600927194772,20
5.0,3.0,4199.0,0.0,-1065.9939338027586,21
5.0,3.0,4399.0,0.0,-1325.5988705207626,22
5.0,3.0,4599.0,0.0,-1168.0950979783292,23
5.0,3.0,4799.0,0.0,-1738.5137514073108,24
5.0,3.0,4999.0,0.0,-1536.1677638493097,25
5.099999904632568,5.0,5199.0,-0.9999999999809684,-1707.4242163664576,26
5.195577621459961,5.0,5399.0,-0.9557757066239889,-1655.7727200475824,27
5.27233362197876,5.0,5599.0,-0.7675593293427321,-1648.3741986437371,28
5.330069541931152,5.0,5799.0,-0.5773578948381591,-1242.2977104930017,29
5.379037857055664,5.0,5999.0,-0.48968131918954566,-1033.7691124389642,30
5.3861589431762695,5.0,6199.0,-0.07120961717497493,-448.3137524077444,31
5.384071350097656,5.0,6399.0,0.020876618824376872,-1.0280679963815809,32
5.387302875518799,5.0,6599.0,-0.03231717492346874,-1377.151582560876,33
5.385034561157227,5.0,6799.0,0.022685318292826908,-1.1491711558929225,34
5.3827900886535645,5.0,6999.0,0.02244326354628681,-120.79696787671665,35
5.380744934082031,5.0,7199.0,0.0204495171838351,-119.78770945574993,36
5.379546165466309,5.0,7399.0,0.011986372779512243,-120.1178699584061,37
5.377336502075195,5.0,7599.0,0.022097803624947863,-4.540440683594257,38
5.375019550323486,5.0,7799.0,0.023168712802795297,-124.60638422710669,39
5.373697757720947,5.0,7999.0,0.013215978662700932,-233.28315110492412,40
5.37109375,5.0,8199.0,0.026039947365168903,-122.35401960007772,41
5.368403911590576,5.0,8399.0,0.026896729095743404,-121.29435953183878,42
5.365623950958252,5.0,8599.0,0.027801465384032234,-267.9682467681695,43
5.362920761108398,5.0,8799.0,0.02703328483889497,-224.71834447694746,44
5.359620094299316,5.0,8999.0,0.03300816441194544,-383.48259309912163,45
5.3565568923950195,5.0,9199.0,0.030633140485641162,-121.08074229138488,46
5.353579521179199,5.0,9399.0,0.02977242630500917,-352.36166537415454,47
5.35129976272583,5.0,9599.0,0.022796507702332745,-234.7075998909914,48
5.349409103393555,5.0,9799.0,0.018905229843456908,-1.5925198877125102,49
5.346155166625977,5.0,9999.0,0.03254029644496968,-120.12656193947325,50
5.342574596405029,5.0,10199.0,0.035803754776070756,-121.53792993586406,51
5.338263988494873,5.0,10399.0,0.043104892531926946,-119.7904441475715,52
5.334798812866211,5.0,10599.0,0.0346505693511374,-247.56500430542124,53
5.332104206085205,5.0,10799.0,0.026944579973520504,-303.9198649259476,54
5.327163219451904,5.0,10999.0,0.04940865590863741,-121.37292213369452,55
5.323780059814453,5.0,11199.0,0.03383356768024607,-2.6894956421046556,56
5.320223808288574,5.0,11399.0,0.03556243726584953,-249.61162339329132,57
5.317549705505371,5.0,11599.0,0.026741313179439563,-0.38167025699040746,58
5.313663482666016,5.0,11799.0,0.03886365386925266,-114.73905126721876,59
5.309517860412598,5.0,11999.0,0.041456617595539105,-231.88457658477148,60
5.304729461669922,5.0,12199.0,0.047885701100661884,-0.646825681001425,61
5.301695823669434,5.0,12399.0,0.03033846754750862,-0.8528491080063397,62
5.296283721923828,5.0,12599.0,0.054120812566303196,-123.02588042557811,63
5.291082382202148,5.0,12799.0,0.052013933312263595,-1.6963038575760452,64
5.286678314208984,5.0,12999.0,0.0440423910391951,-237.55916032979403,65
5.279255390167236,5.0,13199.0,0.07422724642467735,-338.88048787225193,66
5.273162841796875,5.0,13399.0,0.06092588872883041,-119.1969061320554,67
5.266603469848633,5.0,13599.0,0.0655939124092318,-0.27015465172025677,68
5.2623677253723145,5.0,13799.0,0.042359036258909154,-2.31035054836872,69
5.2550883293151855,5.0,13999.0,0.07279613081487607,-113.97410394484591,70
5.250432968139648,5.0,14199.0,0.04655384209997962,-229.5111612529969,71
5.232995986938477,5.0,14399.0,0.17436902680334393,-121.09891487959283,72
5.226000785827637,5.0,14599.0,0.06995307447297681,-122.61077989875001,73
5.20535945892334,5.0,14799.0,0.20641094583862832,-238.24018160951195,74
5.197248935699463,5.0,14999.0,0.0811073424541325,-0.620880667433694,75
5.187369346618652,5.0,15199.0,0.09879636485160623,-120.3911208781131,76
5.179197311401367,5.0,15399.0,0.08172029756775206,-337.89433029777956,77
5.178842544555664,5.0,15599.0,0.0035457144474783393,-116.27049917791243,78
5.1728010177612305,5.0,15799.0,0.06041513191137707,-117.4477057424489,79
5.1674628257751465,5.0,15999.0,0.05338373290030707,-122.49522154305834,80
5.1577301025390625,5.0,16199.0,0.09732931128738732,-234.47741169791317,81
5.15974760055542,5.0,16399.0,-0.020174503944704176,-123.63233595513779,82
5.148964881896973,5.0,16599.0,0.10782797554405542,-238.66061296107247,83
5.1489434242248535,5.0,16799.0,0.0002155361873500474,-330.8612747258378,84
5.140835762023926,5.0,16999.0,0.08107843786153773,-123.57906237079317,85
5.130522727966309,5.0,17199.0,0.10313209744297594,-120.74735188185969,86
5.120534420013428,5.0,17399.0,0.09988257748527835,-122.37590845874847,87
5.1185994148254395,5.0,17599.0,0.01935210338405053,-119.23700832864968,88
5.091363906860352,5.0,17799.0,0.27235438780028387,-115.06269877981778,89
5.081120014190674,5.0,17999.0,0.10243747034249616,-118.55135871434825,90
5.074008941650391,5.0,18199.0,0.07110970060194789,-113.71125254049585,91
5.058534622192383,5.0,18399.0,0.15474338149078687,-238.19197380732817,92
5.050671100616455,5.0,18599.0,0.07863312861504015,-239.3606490240002,93
5.040008068084717,5.0,18799.0,0.10663154271018724,-116.74927013986614,94
5.030832767486572,5.0,18999.0,0.09175461748668495,-0.15467764074899787,95
5.001279830932617,5.0,19199.0,0.2955289690799222,-125.4987067979448,96
4.985290050506592,5.0,19399.0,0.15989827137315077,-339.3461004196351,97
4.974069118499756,5.0,19599.0,0.11220787185366297,-119.97029298710794,98
4.963564872741699,5.0,19799.0,0.10504369343547698,-221.46779906571734,99
4.953634738922119,5.0,19999.0,0.09930194312431558,-121.3800174266163,100
4.953899383544922,5.0,20199.0,-0.0026453890313321137,-233.5101697490756,101
4.933837413787842,5.0,20399.0,0.20062106884165598,-0.15373719662135418,102
4.898462295532227,5.0,20599.0,0.3537508521477804,-121.58805840725125,103
4.879238128662109,5.0,20799.0,0.19223941580496112,-232.2206576728903,104
4.865330696105957,5.0,20999.0,0.13907538022559243,-114.5197139243026,105
4.831094741821289,5.0,21199.0,0.34235756387469723,-1.6369361018742719,106
4.8076558113098145,5.0,21399.0,0.23439138972692206,-115.16007015163872,107
4.79156494140625,5.0,21599.0,0.16090840087987,-115.63251636698588,108
4.777594566345215,5.0,21799.0,0.1397051823278255,-228.5442638893363,109
4.753353595733643,5.0,21999.0,0.2424085840243201,-120.06644822609181,110
4.712026119232178,5.0,22199.0,0.41327564405323436,-237.2232878168543,111
4.690920352935791,5.0,22399.0,0.21105941411749474,-123.70087653037704,112
4.66710090637207,5.0,22599.0,0.23819344482281288,-0.9159945329618988,113
4.569542407989502,5.0,22799.0,0.9755835207203424,-231.76839941372876,114
4.546967506408691,5.0,22999.0,0.22574967799535595,-286.3992749930067,115
4.531352519989014,5.0,23199.0,0.15615122866892045,-120.21526915981616,116
4.5157389640808105,5.0,23399.0,0.1561344622944799,-252.64027164080602,117
4.501187324523926,5.0,23599.0,0.1455167520231737,-124.35814265763958,118
4.481727123260498,5.0,23799.0,0.1946027351771358,-0.8575120168713907,119
4.451986312866211,4.0,23999.0,0.2974060751004524,-128.98570972293842,120
4.427286624908447,4.0,24199.0,0.24699846412516135,-119.03064639198837,121
4.403153419494629,4.0,24399.0,0.24133306039718116,-117.21243182159263,122
4.281215667724609,4.0,24599.0,1.219375690497626,-118.24383643892088,123
4.2354044914245605,4.0,24799.0,0.45810985272659127,-116.65553258940227,124
4.206127643585205,4.0,24999.0,0.2927670937452505,-117.12133910921601,125
4.1772356033325195,4.0,25199.0,0.2889190725008,-1.427279023943152,126
4.146084785461426,4.0,25399.0,0.31150681707158634,-124.25951172527945,127
4.1584906578063965,4.0,25599.0,-0.12406068937429096,-0.13667702088296943,128
4.035878658294678,4.0,25799.0,1.2261209875062573,-239.77823954112773,129
3.9837467670440674,4.0,25999.0,0.5213190315291607,-123.17791116889678,130
3.9620025157928467,4.0,26199.0,0.217443489564087,-247.62240887426847,131
3.905984878540039,4.0,26399.0,0.5601753574579217,-125.26742482038678,132
3.814688205718994,4.0,26599.0,0.912967489147712,-228.10733198415147,133
3.7923288345336914,4.0,26799.0,0.22359349230419212,-256.99252327843186,134
3.7651288509368896,4.0,26999.0,0.2720009397156392,-118.84229929552757,135
3.732290029525757,4.0,27199.0,0.3283873401651983,-118.0351887842581,136
3.7056503295898438,4.0,27399.0,0.2663960876723886,-243.14332193320118,137
3.649095296859741,4.0,27599.0,0.5655500961045067,-121.9015367515328,138
3.6376826763153076,4.0,27799.0,0.11412542198529443,-115.74985903638452,139
3.6187360286712646,4.0,27999.0,0.18946593819126706,-122.96573112949727,140
3.5684285163879395,4.0,28199.0,0.5030741962163057,-229.9160910407707,141
3.5592472553253174,4.0,28399.0,0.091812539954604,-0.32910930186245535,142
3.545008659362793,4.0,28599.0,0.1423869835143806,-125.18640086397826,143
3.5047879219055176,4.0,28799.0,0.4022078220761784,-125.91124413249047,144
3.4796793460845947,4.0,28999.0,0.2510849665582556,-116.56036786822365,145
3.446521282196045,3.0,29199.0,0.3315796689848724,-1.0715594183489485,146
3.43628191947937,3.0,29399.0,0.1023930909954029,-233.45883697575223,147
3.411816358566284,3.0,29599.0,0.24465569524827158,-230.55908697250018,148
3.3587160110473633,3.0,29799.0,0.5310022881045459,-0.23596064855702756,149
3.355654239654541,3.0,29999.0,0.030617722092292597,-122.00481769611595,150
3.353254556655884,3.0,30199.0,0.023997115193550383,-234.82098434281048,151
3.3475608825683594,3.0,30399.0,0.056936355593999566,-228.94505918933285,152
3.34120774269104,3.0,30599.0,0.0635302467925437,-234.681104716609,153
3.239144802093506,3.0,30799.0,1.0206284734136648,-116.27055528516438,154
3.221921920776367,3.0,30999.0,0.1722290189628034,-122.53094281193424,155
3.236666679382324,3.0,31199.0,-0.14744753002556768,-241.17630426091412,156
3.133103370666504,3.0,31399.0,1.0356329628597516,-233.42861113738147,157
3.1380882263183594,3.0,31599.0,-0.049849319346309144,-2.985122492346328,158
3.155940532684326,3.0,31799.0,-0.178522918686991,-121.28427358901115,159
3.0816898345947266,3.0,31999.0,0.7425075187410353,-231.98259872377886,160
3.043834686279297,3.0,32199.0,0.3785503066003482,-331.79995751626217,161
3.0635335445404053,3.0,32399.0,-0.19698862221778382,-122.74217828021538,162
3.076444149017334,3.0,32599.0,-0.12910687367858295,-0.7353956652441301,163
3.154197931289673,3.0,32799.0,-0.7775370397634733,-357.8901751633069,164
3.1660614013671875,3.0,32999.0,-0.11863565177095949,-120.13444709229589,165
3.2165300846099854,3.0,33199.0,-0.5046870583899623,-231.75452697810783,166
3.2069404125213623,3.0,33399.0,0.09589774296049228,-348.18437595219615,167
3.2486631870269775,3.0,33599.0,-0.41722859527622064,-327.24322448112963,168
3.262357711791992,3.0,33799.0,-0.13694560157491692,-233.34766156507587,169
3.3281099796295166,3.0,33999.0,-0.6575226138026725,-120.65119759825966,170
3.4029929637908936,3.0,34199.0,-0.7488306233703331,-120.1241252457247,171
3.2726588249206543,3.0,34399.0,1.3033405841458545,-232.8281074955607,172
3.2057442665100098,3.0,34599.0,0.6691456096468658,-119.92169680646661,173
3.2519330978393555,3.0,34799.0,-0.4618887453335344,-229.23316328417854,174
3.2279858589172363,3.0,34999.0,0.23947125896403942,-121.02370465554391,175
3.3019936084747314,3.0,35199.0,-0.7400768377347361,-121.22039602262196,176
3.4502201080322266,3.0,35399.0,-1.4822640464279404,-121.12102360941972,177
3.3482160568237305,3.0,35599.0,1.0200412532216552,-1.3763725499467923,178
3.3153128623962402,3.0,35799.0,0.3290316890781041,-115.20436307821964,179
3.405897378921509,3.0,35999.0,-0.9058459021678253,-122.5542825774047,180
3.473001480102539,3.0,36199.0,-0.6710409051396091,-124.68221157601037,181
3.594604730606079,3.0,36399.0,-1.216031373642543,-125.46523767621818,182
3.703188896179199,4.0,36599.0,-1.0858414977884239,-231.48190164935778,183
3.7229981422424316,4.0,36799.0,-0.19809330090245086,-118.89912230044399,184
3.813369035720825,4.0,36999.0,-0.9037096197159048,-242.70715536654652,185
3.8849732875823975,4.0,37199.0,-0.7160435579308176,-233.7098152863278,186
3.9677913188934326,4.0,37399.0,-0.8281801052142331,-120.19513373006411,187
4.09067964553833,4.0,37599.0,-1.2288837401170625,-221.40775736022445,188
4.098727703094482,4.0,37799.0,-0.08047880683529687,-124.14805415329425,189
4.22979211807251,4.0,37999.0,-1.310644668999963,-114.55496864146089,190
4.336219310760498,4.0,38199.0,-1.0642721483609037,-226.32769806942753,191
4.430553436279297,4.0,38399.0,-0.9433419572854476,-115.7324853650495,192
4.521139144897461,4.0,38599.0,-0.9058585703015479,-250.51823272200917,193
4.607776165008545,5.0,38799.0,-0.866371408521705,-231.72634520533066,194
4.538325786590576,5.0,38999.0,0.6945030433087819,-233.58682594521494,195
4.495593070983887,5.0,39199.0,0.4273282621239422,-120.98964806350766,196
4.582085132598877,4.0,39399.0,-0.8649185453847829,-222.813024642612,197
4.668356895446777,5.0,39599.0,-0.862719546273151,-122.16833881461194,198
4.759667873382568,5.0,39799.0,-0.9131100656933866,-1.8926983716893917,199
4.850503444671631,5.0,39999.0,-0.9083541141422622,-246.67717982115767,200
4.841501235961914,5.0,40199.0,0.090023479323687,-3.8086067144214693,201
4.901917457580566,5.0,40399.0,-0.6041631343127691,-239.1740258818084,202
4.984800815582275,5.0,40599.0,-0.8288327541122207,-123.22069678404334,203
5.028109550476074,5.0,40799.0,-0.4330889296775256,-122.75599697190144,204
5.111269950866699,5.0,40999.0,-0.8316030289624384,-243.70776061079977,205
5.195331573486328,5.0,41199.0,-0.8406153757275152,-231.2763394132652,206
5.263986110687256,5.0,41399.0,-0.68654415491272,-117.2589044024178,207
5.313701629638672,5.0,41599.0,-0.4971562497043372,-120.52836287687614,208
5.3767266273498535,5.0,41799.0,-0.6302476311948377,-127.96804509688644,209
5.433689117431641,5.0,41999.0,-0.5696243916130301,-118.22932832086916,210
5.479268550872803,5.0,42199.0,-0.45579342970142395,-114.062592304089,211
5.561645030975342,5.0,42399.0,-0.823766244122632,-123.06781225627901,212
5.127963066101074,6.0,42599.0,4.336820627499065,-0.36039929792275416,213
5.102184772491455,5.0,42799.0,0.2577847083229402,-120.0404071067786,214
